cpe_id_pk,cpe_version,part,vendor,product,version,update,edition,sw_edition,target_sw,target_hw,language,other,initial_cpe
1,2.3,o,linux,linux_kernel,2.6.20.1,,,,,,,,cpe:2.3:o:linux:linux_kernel:2.6.20.1:*:*:*:*:*:*:*
2,2.3,o,freebsd,freebsd,4.3,releng,,,,,,,cpe:2.3:o:freebsd:freebsd:4.3:releng:*:*:*:*:*:*
3,2.3,o,freebsd,freebsd,4.1.1,stable,,,,,,,cpe:2.3:o:freebsd:freebsd:4.1.1:stable:*:*:*:*:*:*
4,2.3,o,freebsd,freebsd,4.6,releng,,,,,,,cpe:2.3:o:freebsd:freebsd:4.6:releng:*:*:*:*:*:*
5,2.3,o,freebsd,freebsd,3.1,,,,,,,,cpe:2.3:o:freebsd:freebsd:3.1:*:*:*:*:*:*:*
6,2.3,o,freebsd,freebsd,4.1.1,release,,,,,,,cpe:2.3:o:freebsd:freebsd:4.1.1:release:*:*:*:*:*:*
7,2.3,o,freebsd,freebsd,3.0,releng,,,,,,,cpe:2.3:o:freebsd:freebsd:3.0:releng:*:*:*:*:*:*
8,2.3,o,freebsd,freebsd,5.1,releng,,,,,,,cpe:2.3:o:freebsd:freebsd:5.1:releng:*:*:*:*:*:*
9,2.3,o,freebsd,freebsd,4.4,stable,,,,,,,cpe:2.3:o:freebsd:freebsd:4.4:stable:*:*:*:*:*:*
10,2.3,o,freebsd,freebsd,4.6,stable,,,,,,,cpe:2.3:o:freebsd:freebsd:4.6:stable:*:*:*:*:*:*
11,2.3,o,freebsd,freebsd,4.8,release_p6,,,,,,,cpe:2.3:o:freebsd:freebsd:4.8:release_p6:*:*:*:*:*:*
12,2.3,o,freebsd,freebsd,4.6,release,,,,,,,cpe:2.3:o:freebsd:freebsd:4.6:release:*:*:*:*:*:*
13,2.3,o,freebsd,freebsd,5.1,release_p5,,,,,,,cpe:2.3:o:freebsd:freebsd:5.1:release_p5:*:*:*:*:*:*
14,2.3,o,freebsd,freebsd,4.3,stable,,,,,,,cpe:2.3:o:freebsd:freebsd:4.3:stable:*:*:*:*:*:*
15,2.3,o,freebsd,freebsd,4.7,stable,,,,,,,cpe:2.3:o:freebsd:freebsd:4.7:stable:*:*:*:*:*:*
16,2.3,o,freebsd,freebsd,5.0,release_p14,,,,,,,cpe:2.3:o:freebsd:freebsd:5.0:release_p14:*:*:*:*:*:*
17,2.3,o,freebsd,freebsd,3.5,stable,,,,,,,cpe:2.3:o:freebsd:freebsd:3.5:stable:*:*:*:*:*:*
18,2.3,o,freebsd,freebsd,4.3,release_p38,,,,,,,cpe:2.3:o:freebsd:freebsd:4.3:release_p38:*:*:*:*:*:*
19,2.3,o,freebsd,freebsd,4.5,stable,,,,,,,cpe:2.3:o:freebsd:freebsd:4.5:stable:*:*:*:*:*:*
20,2.3,o,freebsd,freebsd,4.6,release_p20,,,,,,,cpe:2.3:o:freebsd:freebsd:4.6:release_p20:*:*:*:*:*:*
21,2.3,o,freebsd,freebsd,4.5,release,,,,,,,cpe:2.3:o:freebsd:freebsd:4.5:release:*:*:*:*:*:*
22,2.3,o,freebsd,freebsd,5.0,releng,,,,,,,cpe:2.3:o:freebsd:freebsd:5.0:releng:*:*:*:*:*:*
23,2.3,o,freebsd,freebsd,4.3,release,,,,,,,cpe:2.3:o:freebsd:freebsd:4.3:release:*:*:*:*:*:*
24,2.3,o,freebsd,freebsd,4.7,releng,,,,,,,cpe:2.3:o:freebsd:freebsd:4.7:releng:*:*:*:*:*:*
25,2.3,o,freebsd,freebsd,4.2,stable,,,,,,,cpe:2.3:o:freebsd:freebsd:4.2:stable:*:*:*:*:*:*
26,2.3,o,freebsd,freebsd,4.5,,,,,,,,cpe:2.3:o:freebsd:freebsd:4.5:*:*:*:*:*:*:*
27,2.3,o,freebsd,freebsd,4.5,-,,,,,,,cpe:2.3:o:freebsd:freebsd:4.5:-:*:*:*:*:*:*
28,2.3,o,freebsd,freebsd,4.5,p1,,,,,,,cpe:2.3:o:freebsd:freebsd:4.5:p1:*:*:*:*:*:*
29,2.3,o,freebsd,freebsd,4.5,p20,,,,,,,cpe:2.3:o:freebsd:freebsd:4.5:p20:*:*:*:*:*:*
30,2.3,o,freebsd,freebsd,4.5,p31,,,,,,,cpe:2.3:o:freebsd:freebsd:4.5:p31:*:*:*:*:*:*
31,2.3,o,freebsd,freebsd,4.5,p32,,,,,,,cpe:2.3:o:freebsd:freebsd:4.5:p32:*:*:*:*:*:*
32,2.3,o,freebsd,freebsd,4.5,p34,,,,,,,cpe:2.3:o:freebsd:freebsd:4.5:p34:*:*:*:*:*:*
33,2.3,o,freebsd,freebsd,4.5,p35,,,,,,,cpe:2.3:o:freebsd:freebsd:4.5:p35:*:*:*:*:*:*
34,2.3,o,freebsd,freebsd,4.5,p36,,,,,,,cpe:2.3:o:freebsd:freebsd:4.5:p36:*:*:*:*:*:*
35,2.3,o,freebsd,freebsd,4.5,p37,,,,,,,cpe:2.3:o:freebsd:freebsd:4.5:p37:*:*:*:*:*:*
36,2.3,o,freebsd,freebsd,3.5.1,,,,,,,,cpe:2.3:o:freebsd:freebsd:3.5.1:*:*:*:*:*:*:*
37,2.3,o,freebsd,freebsd,4.4,release_p42,,,,,,,cpe:2.3:o:freebsd:freebsd:4.4:release_p42:*:*:*:*:*:*
38,2.3,o,freebsd,freebsd,4.7,,,,,,,,cpe:2.3:o:freebsd:freebsd:4.7:*:*:*:*:*:*:*
39,2.3,o,freebsd,freebsd,4.7,-,,,,,,,cpe:2.3:o:freebsd:freebsd:4.7:-:*:*:*:*:*:*
40,2.3,o,freebsd,freebsd,4.7,p13,,,,,,,cpe:2.3:o:freebsd:freebsd:4.7:p13:*:*:*:*:*:*
41,2.3,o,freebsd,freebsd,4.7,p16,,,,,,,cpe:2.3:o:freebsd:freebsd:4.7:p16:*:*:*:*:*:*
42,2.3,o,freebsd,freebsd,4.7,p17,,,,,,,cpe:2.3:o:freebsd:freebsd:4.7:p17:*:*:*:*:*:*
43,2.3,o,freebsd,freebsd,4.7,p19,,,,,,,cpe:2.3:o:freebsd:freebsd:4.7:p19:*:*:*:*:*:*
44,2.3,o,freebsd,freebsd,4.7,p20,,,,,,,cpe:2.3:o:freebsd:freebsd:4.7:p20:*:*:*:*:*:*
45,2.3,o,freebsd,freebsd,4.7,p21,,,,,,,cpe:2.3:o:freebsd:freebsd:4.7:p21:*:*:*:*:*:*
46,2.3,o,freebsd,freebsd,4.7,p22,,,,,,,cpe:2.3:o:freebsd:freebsd:4.7:p22:*:*:*:*:*:*
47,2.3,o,freebsd,freebsd,4.7,p23,,,,,,,cpe:2.3:o:freebsd:freebsd:4.7:p23:*:*:*:*:*:*
48,2.3,o,freebsd,freebsd,4.7,p24,,,,,,,cpe:2.3:o:freebsd:freebsd:4.7:p24:*:*:*:*:*:*
49,2.3,o,freebsd,freebsd,4.7,p25,,,,,,,cpe:2.3:o:freebsd:freebsd:4.7:p25:*:*:*:*:*:*
50,2.3,o,freebsd,freebsd,4.7,p26,,,,,,,cpe:2.3:o:freebsd:freebsd:4.7:p26:*:*:*:*:*:*
51,2.3,o,freebsd,freebsd,4.7,p27,,,,,,,cpe:2.3:o:freebsd:freebsd:4.7:p27:*:*:*:*:*:*
52,2.3,o,freebsd,freebsd,4.7,p28,,,,,,,cpe:2.3:o:freebsd:freebsd:4.7:p28:*:*:*:*:*:*
53,2.3,o,freebsd,freebsd,4.7,p4,,,,,,,cpe:2.3:o:freebsd:freebsd:4.7:p4:*:*:*:*:*:*
54,2.3,o,freebsd,freebsd,4.7,p5,,,,,,,cpe:2.3:o:freebsd:freebsd:4.7:p5:*:*:*:*:*:*
55,2.3,o,freebsd,freebsd,4.7,p6,,,,,,,cpe:2.3:o:freebsd:freebsd:4.7:p6:*:*:*:*:*:*
56,2.3,o,freebsd,freebsd,4.7,p8,,,,,,,cpe:2.3:o:freebsd:freebsd:4.7:p8:*:*:*:*:*:*
57,2.3,o,freebsd,freebsd,4.7,p9,,,,,,,cpe:2.3:o:freebsd:freebsd:4.7:p9:*:*:*:*:*:*
58,2.3,o,freebsd,freebsd,4.1,,,,,,,,cpe:2.3:o:freebsd:freebsd:4.1:*:*:*:*:*:*:*
59,2.3,o,freebsd,freebsd,3.5.1,stable,,,,,,,cpe:2.3:o:freebsd:freebsd:3.5.1:stable:*:*:*:*:*:*
60,2.3,o,freebsd,freebsd,4.4,releng,,,,,,,cpe:2.3:o:freebsd:freebsd:4.4:releng:*:*:*:*:*:*
61,2.3,o,freebsd,freebsd,4.4,,,,,,,,cpe:2.3:o:freebsd:freebsd:4.4:*:*:*:*:*:*:*
62,2.3,o,freebsd,freebsd,4.4,-,,,,,,,cpe:2.3:o:freebsd:freebsd:4.4:-:*:*:*:*:*:*
63,2.3,o,freebsd,freebsd,4.4,p27,,,,,,,cpe:2.3:o:freebsd:freebsd:4.4:p27:*:*:*:*:*:*
64,2.3,o,freebsd,freebsd,4.4,p4,,,,,,,cpe:2.3:o:freebsd:freebsd:4.4:p4:*:*:*:*:*:*
65,2.3,o,freebsd,freebsd,4.4,p41,,,,,,,cpe:2.3:o:freebsd:freebsd:4.4:p41:*:*:*:*:*:*
66,2.3,o,freebsd,freebsd,4.4,p42,,,,,,,cpe:2.3:o:freebsd:freebsd:4.4:p42:*:*:*:*:*:*
67,2.3,o,freebsd,freebsd,4.4,p44,,,,,,,cpe:2.3:o:freebsd:freebsd:4.4:p44:*:*:*:*:*:*
68,2.3,o,freebsd,freebsd,4.4,p45,,,,,,,cpe:2.3:o:freebsd:freebsd:4.4:p45:*:*:*:*:*:*
69,2.3,o,freebsd,freebsd,4.4,p46,,,,,,,cpe:2.3:o:freebsd:freebsd:4.4:p46:*:*:*:*:*:*
70,2.3,o,freebsd,freebsd,4.4,p47,,,,,,,cpe:2.3:o:freebsd:freebsd:4.4:p47:*:*:*:*:*:*
71,2.3,o,freebsd,freebsd,4.4,p8,,,,,,,cpe:2.3:o:freebsd:freebsd:4.4:p8:*:*:*:*:*:*
72,2.3,o,freebsd,freebsd,5.1,,,,,,,,cpe:2.3:o:freebsd:freebsd:5.1:*:*:*:*:*:*:*
73,2.3,o,freebsd,freebsd,5.1,-,,,,,,,cpe:2.3:o:freebsd:freebsd:5.1:-:*:*:*:*:*:*
74,2.3,o,freebsd,freebsd,5.1,p1,,,,,,,cpe:2.3:o:freebsd:freebsd:5.1:p1:*:*:*:*:*:*
75,2.3,o,freebsd,freebsd,5.1,p10,,,,,,,cpe:2.3:o:freebsd:freebsd:5.1:p10:*:*:*:*:*:*
76,2.3,o,freebsd,freebsd,5.1,p11,,,,,,,cpe:2.3:o:freebsd:freebsd:5.1:p11:*:*:*:*:*:*
77,2.3,o,freebsd,freebsd,5.1,p12,,,,,,,cpe:2.3:o:freebsd:freebsd:5.1:p12:*:*:*:*:*:*
78,2.3,o,freebsd,freebsd,5.1,p14,,,,,,,cpe:2.3:o:freebsd:freebsd:5.1:p14:*:*:*:*:*:*
79,2.3,o,freebsd,freebsd,5.1,p15,,,,,,,cpe:2.3:o:freebsd:freebsd:5.1:p15:*:*:*:*:*:*
80,2.3,o,freebsd,freebsd,5.1,p16,,,,,,,cpe:2.3:o:freebsd:freebsd:5.1:p16:*:*:*:*:*:*
81,2.3,o,freebsd,freebsd,5.1,p17,,,,,,,cpe:2.3:o:freebsd:freebsd:5.1:p17:*:*:*:*:*:*
82,2.3,o,freebsd,freebsd,5.1,p18,,,,,,,cpe:2.3:o:freebsd:freebsd:5.1:p18:*:*:*:*:*:*
83,2.3,o,freebsd,freebsd,5.1,p4,,,,,,,cpe:2.3:o:freebsd:freebsd:5.1:p4:*:*:*:*:*:*
84,2.3,o,freebsd,freebsd,5.1,p5,,,,,,,cpe:2.3:o:freebsd:freebsd:5.1:p5:*:*:*:*:*:*
85,2.3,o,freebsd,freebsd,5.1,p7,,,,,,,cpe:2.3:o:freebsd:freebsd:5.1:p7:*:*:*:*:*:*
86,2.3,o,freebsd,freebsd,5.1,p8,,,,,,,cpe:2.3:o:freebsd:freebsd:5.1:p8:*:*:*:*:*:*
87,2.3,o,freebsd,freebsd,5.1,p9,,,,,,,cpe:2.3:o:freebsd:freebsd:5.1:p9:*:*:*:*:*:*
88,2.3,o,freebsd,freebsd,4.7,release_p17,,,,,,,cpe:2.3:o:freebsd:freebsd:4.7:release_p17:*:*:*:*:*:*
89,2.3,o,freebsd,freebsd,4.9,pre-release,,,,,,,cpe:2.3:o:freebsd:freebsd:4.9:pre-release:*:*:*:*:*:*
90,2.3,o,freebsd,freebsd,3.0,,,,,,,,cpe:2.3:o:freebsd:freebsd:3.0:*:*:*:*:*:*:*
91,2.3,o,freebsd,freebsd,4.8,pre-release,,,,,,,cpe:2.3:o:freebsd:freebsd:4.8:pre-release:*:*:*:*:*:*
92,2.3,o,freebsd,freebsd,5.2,,,,,,,,cpe:2.3:o:freebsd:freebsd:5.2:*:*:*:*:*:*:*
93,2.3,o,freebsd,freebsd,5.2,-,,,,,,,cpe:2.3:o:freebsd:freebsd:5.2:-:*:*:*:*:*:*
94,2.3,o,freebsd,freebsd,5.2,p1,,,,,,,cpe:2.3:o:freebsd:freebsd:5.2:p1:*:*:*:*:*:*
95,2.3,o,freebsd,freebsd,5.2,p2,,,,,,,cpe:2.3:o:freebsd:freebsd:5.2:p2:*:*:*:*:*:*
96,2.3,o,freebsd,freebsd,3.2,,,,,,,,cpe:2.3:o:freebsd:freebsd:3.2:*:*:*:*:*:*:*
97,2.3,o,freebsd,freebsd,4.5,release_p32,,,,,,,cpe:2.3:o:freebsd:freebsd:4.5:release_p32:*:*:*:*:*:*
98,2.3,o,freebsd,freebsd,4.8,,,,,,,,cpe:2.3:o:freebsd:freebsd:4.8:*:*:*:*:*:*:*
99,2.3,o,freebsd,freebsd,4.8,-,,,,,,,cpe:2.3:o:freebsd:freebsd:4.8:-:*:*:*:*:*:*
100,2.3,o,freebsd,freebsd,4.8,p1,,,,,,,cpe:2.3:o:freebsd:freebsd:4.8:p1:*:*:*:*:*:*
101,2.3,o,freebsd,freebsd,4.8,p10,,,,,,,cpe:2.3:o:freebsd:freebsd:4.8:p10:*:*:*:*:*:*
102,2.3,o,freebsd,freebsd,4.8,p11,,,,,,,cpe:2.3:o:freebsd:freebsd:4.8:p11:*:*:*:*:*:*
103,2.3,o,freebsd,freebsd,4.8,p12,,,,,,,cpe:2.3:o:freebsd:freebsd:4.8:p12:*:*:*:*:*:*
104,2.3,o,freebsd,freebsd,4.8,p13,,,,,,,cpe:2.3:o:freebsd:freebsd:4.8:p13:*:*:*:*:*:*
105,2.3,o,freebsd,freebsd,4.8,p14,,,,,,,cpe:2.3:o:freebsd:freebsd:4.8:p14:*:*:*:*:*:*
106,2.3,o,freebsd,freebsd,4.8,p15,,,,,,,cpe:2.3:o:freebsd:freebsd:4.8:p15:*:*:*:*:*:*
107,2.3,o,freebsd,freebsd,4.8,p16,,,,,,,cpe:2.3:o:freebsd:freebsd:4.8:p16:*:*:*:*:*:*
108,2.3,o,freebsd,freebsd,4.8,p17,,,,,,,cpe:2.3:o:freebsd:freebsd:4.8:p17:*:*:*:*:*:*
109,2.3,o,freebsd,freebsd,4.8,p18,,,,,,,cpe:2.3:o:freebsd:freebsd:4.8:p18:*:*:*:*:*:*
110,2.3,o,freebsd,freebsd,4.8,p19,,,,,,,cpe:2.3:o:freebsd:freebsd:4.8:p19:*:*:*:*:*:*
111,2.3,o,freebsd,freebsd,4.8,p2,,,,,,,cpe:2.3:o:freebsd:freebsd:4.8:p2:*:*:*:*:*:*
112,2.3,o,freebsd,freebsd,4.8,p20,,,,,,,cpe:2.3:o:freebsd:freebsd:4.8:p20:*:*:*:*:*:*
113,2.3,o,freebsd,freebsd,4.8,p21,,,,,,,cpe:2.3:o:freebsd:freebsd:4.8:p21:*:*:*:*:*:*
114,2.3,o,freebsd,freebsd,4.8,p22,,,,,,,cpe:2.3:o:freebsd:freebsd:4.8:p22:*:*:*:*:*:*
115,2.3,o,freebsd,freebsd,4.8,p23,,,,,,,cpe:2.3:o:freebsd:freebsd:4.8:p23:*:*:*:*:*:*
116,2.3,o,freebsd,freebsd,4.8,p24,,,,,,,cpe:2.3:o:freebsd:freebsd:4.8:p24:*:*:*:*:*:*
117,2.3,o,freebsd,freebsd,4.8,p25,,,,,,,cpe:2.3:o:freebsd:freebsd:4.8:p25:*:*:*:*:*:*
118,2.3,o,freebsd,freebsd,4.8,p26,,,,,,,cpe:2.3:o:freebsd:freebsd:4.8:p26:*:*:*:*:*:*
119,2.3,o,freebsd,freebsd,4.8,p27,,,,,,,cpe:2.3:o:freebsd:freebsd:4.8:p27:*:*:*:*:*:*
120,2.3,o,freebsd,freebsd,4.8,p28,,,,,,,cpe:2.3:o:freebsd:freebsd:4.8:p28:*:*:*:*:*:*
121,2.3,o,freebsd,freebsd,4.8,p29,,,,,,,cpe:2.3:o:freebsd:freebsd:4.8:p29:*:*:*:*:*:*
122,2.3,o,freebsd,freebsd,4.8,p3,,,,,,,cpe:2.3:o:freebsd:freebsd:4.8:p3:*:*:*:*:*:*
123,2.3,o,freebsd,freebsd,4.8,p6,,,,,,,cpe:2.3:o:freebsd:freebsd:4.8:p6:*:*:*:*:*:*
124,2.3,o,freebsd,freebsd,4.8,p7,,,,,,,cpe:2.3:o:freebsd:freebsd:4.8:p7:*:*:*:*:*:*
125,2.3,o,freebsd,freebsd,4.8,p9,,,,,,,cpe:2.3:o:freebsd:freebsd:4.8:p9:*:*:*:*:*:*
126,2.3,o,freebsd,freebsd,4.2,,,,,,,,cpe:2.3:o:freebsd:freebsd:4.2:*:*:*:*:*:*:*
127,2.3,o,freebsd,freebsd,4.0,releng,,,,,,,cpe:2.3:o:freebsd:freebsd:4.0:releng:*:*:*:*:*:*
128,2.3,o,freebsd,freebsd,3.3,,,,,,,,cpe:2.3:o:freebsd:freebsd:3.3:*:*:*:*:*:*:*
129,2.3,o,freebsd,freebsd,3.3,-,,,,,,,cpe:2.3:o:freebsd:freebsd:3.3:-:*:*:*:*:*:*
130,2.3,o,freebsd,freebsd,3.3,rc,,,,,,,cpe:2.3:o:freebsd:freebsd:3.3:rc:*:*:*:*:*:*
131,2.3,o,freebsd,freebsd,4.0,,,,,,,,cpe:2.3:o:freebsd:freebsd:4.0:*:*:*:*:*:*:*
132,2.3,o,freebsd,freebsd,4.1.1,,,,,,,,cpe:2.3:o:freebsd:freebsd:4.1.1:*:*:*:*:*:*:*
133,2.3,o,freebsd,freebsd,4.6,,,,,,,,cpe:2.3:o:freebsd:freebsd:4.6:*:*:*:*:*:*:*
134,2.3,o,freebsd,freebsd,4.6,-,,,,,,,cpe:2.3:o:freebsd:freebsd:4.6:-:*:*:*:*:*:*
135,2.3,o,freebsd,freebsd,4.6,p11,,,,,,,cpe:2.3:o:freebsd:freebsd:4.6:p11:*:*:*:*:*:*
136,2.3,o,freebsd,freebsd,4.6,p12,,,,,,,cpe:2.3:o:freebsd:freebsd:4.6:p12:*:*:*:*:*:*
137,2.3,o,freebsd,freebsd,4.6,p16,,,,,,,cpe:2.3:o:freebsd:freebsd:4.6:p16:*:*:*:*:*:*
138,2.3,o,freebsd,freebsd,4.6,p19,,,,,,,cpe:2.3:o:freebsd:freebsd:4.6:p19:*:*:*:*:*:*
139,2.3,o,freebsd,freebsd,4.6,p20,,,,,,,cpe:2.3:o:freebsd:freebsd:4.6:p20:*:*:*:*:*:*
140,2.3,o,freebsd,freebsd,4.6,p23,,,,,,,cpe:2.3:o:freebsd:freebsd:4.6:p23:*:*:*:*:*:*
141,2.3,o,freebsd,freebsd,4.6,p24,,,,,,,cpe:2.3:o:freebsd:freebsd:4.6:p24:*:*:*:*:*:*
142,2.3,o,freebsd,freebsd,4.6,p25,,,,,,,cpe:2.3:o:freebsd:freebsd:4.6:p25:*:*:*:*:*:*
143,2.3,o,freebsd,freebsd,4.6,p7,,,,,,,cpe:2.3:o:freebsd:freebsd:4.6:p7:*:*:*:*:*:*
144,2.3,o,freebsd,freebsd,4.3,,,,,,,,cpe:2.3:o:freebsd:freebsd:4.3:*:*:*:*:*:*:*
145,2.3,o,freebsd,freebsd,4.3,-,,,,,,,cpe:2.3:o:freebsd:freebsd:4.3:-:*:*:*:*:*:*
146,2.3,o,freebsd,freebsd,4.3,p24,,,,,,,cpe:2.3:o:freebsd:freebsd:4.3:p24:*:*:*:*:*:*
147,2.3,o,freebsd,freebsd,4.3,p37,,,,,,,cpe:2.3:o:freebsd:freebsd:4.3:p37:*:*:*:*:*:*
148,2.3,o,freebsd,freebsd,4.3,p38,,,,,,,cpe:2.3:o:freebsd:freebsd:4.3:p38:*:*:*:*:*:*
149,2.3,o,freebsd,freebsd,4.3,p40,,,,,,,cpe:2.3:o:freebsd:freebsd:4.3:p40:*:*:*:*:*:*
150,2.3,o,freebsd,freebsd,4.3,p41,,,,,,,cpe:2.3:o:freebsd:freebsd:4.3:p41:*:*:*:*:*:*
151,2.3,o,freebsd,freebsd,4.3,p42,,,,,,,cpe:2.3:o:freebsd:freebsd:4.3:p42:*:*:*:*:*:*
152,2.3,o,freebsd,freebsd,4.3,rc,,,,,,,cpe:2.3:o:freebsd:freebsd:4.3:rc:*:*:*:*:*:*
153,2.3,o,freebsd,freebsd,3.4,,,,,,,,cpe:2.3:o:freebsd:freebsd:3.4:*:*:*:*:*:*:*
154,2.3,o,freebsd,freebsd,3.5,,,,,,,,cpe:2.3:o:freebsd:freebsd:3.5:*:*:*:*:*:*:*
155,2.3,o,freebsd,freebsd,5.0,alpha,,,,,,,cpe:2.3:o:freebsd:freebsd:5.0:alpha:*:*:*:*:*:*
156,2.3,o,freebsd,freebsd,4.5,releng,,,,,,,cpe:2.3:o:freebsd:freebsd:4.5:releng:*:*:*:*:*:*
157,2.3,o,freebsd,freebsd,4.8,releng,,,,,,,cpe:2.3:o:freebsd:freebsd:4.8:releng:*:*:*:*:*:*
158,2.3,o,freebsd,freebsd,5.0,,,,,,,,cpe:2.3:o:freebsd:freebsd:5.0:*:*:*:*:*:*:*
159,2.3,o,freebsd,freebsd,5.0,-,,,,,,,cpe:2.3:o:freebsd:freebsd:5.0:-:*:*:*:*:*:*
160,2.3,o,freebsd,freebsd,5.0,p1,,,,,,,cpe:2.3:o:freebsd:freebsd:5.0:p1:*:*:*:*:*:*
161,2.3,o,freebsd,freebsd,5.0,p11,,,,,,,cpe:2.3:o:freebsd:freebsd:5.0:p11:*:*:*:*:*:*
162,2.3,o,freebsd,freebsd,5.0,p13,,,,,,,cpe:2.3:o:freebsd:freebsd:5.0:p13:*:*:*:*:*:*
163,2.3,o,freebsd,freebsd,5.0,p14,,,,,,,cpe:2.3:o:freebsd:freebsd:5.0:p14:*:*:*:*:*:*
164,2.3,o,freebsd,freebsd,5.0,p16,,,,,,,cpe:2.3:o:freebsd:freebsd:5.0:p16:*:*:*:*:*:*
165,2.3,o,freebsd,freebsd,5.0,p17,,,,,,,cpe:2.3:o:freebsd:freebsd:5.0:p17:*:*:*:*:*:*
166,2.3,o,freebsd,freebsd,5.0,p18,,,,,,,cpe:2.3:o:freebsd:freebsd:5.0:p18:*:*:*:*:*:*
167,2.3,o,freebsd,freebsd,5.0,p19,,,,,,,cpe:2.3:o:freebsd:freebsd:5.0:p19:*:*:*:*:*:*
168,2.3,o,freebsd,freebsd,5.0,p2,,,,,,,cpe:2.3:o:freebsd:freebsd:5.0:p2:*:*:*:*:*:*
169,2.3,o,freebsd,freebsd,5.0,p20,,,,,,,cpe:2.3:o:freebsd:freebsd:5.0:p20:*:*:*:*:*:*
170,2.3,o,freebsd,freebsd,5.0,p21,,,,,,,cpe:2.3:o:freebsd:freebsd:5.0:p21:*:*:*:*:*:*
171,2.3,o,freebsd,freebsd,5.0,p22,,,,,,,cpe:2.3:o:freebsd:freebsd:5.0:p22:*:*:*:*:*:*
172,2.3,o,freebsd,freebsd,5.0,p3,,,,,,,cpe:2.3:o:freebsd:freebsd:5.0:p3:*:*:*:*:*:*
173,2.3,o,freebsd,freebsd,5.0,p4,,,,,,,cpe:2.3:o:freebsd:freebsd:5.0:p4:*:*:*:*:*:*
174,2.3,o,freebsd,freebsd,5.0,p5,,,,,,,cpe:2.3:o:freebsd:freebsd:5.0:p5:*:*:*:*:*:*
175,2.3,o,freebsd,freebsd,5.0,p6,,,,,,,cpe:2.3:o:freebsd:freebsd:5.0:p6:*:*:*:*:*:*
176,2.3,o,freebsd,freebsd,5.0,p7,,,,,,,cpe:2.3:o:freebsd:freebsd:5.0:p7:*:*:*:*:*:*
177,2.3,o,freebsd,freebsd,3.5.1,release,,,,,,,cpe:2.3:o:freebsd:freebsd:3.5.1:release:*:*:*:*:*:*
178,2.3,o,freebsd,freebsd,4.0,alpha,,,,,,,cpe:2.3:o:freebsd:freebsd:4.0:alpha:*:*:*:*:*:*
179,2.3,o,freebsd,freebsd,4.7,release,,,,,,,cpe:2.3:o:freebsd:freebsd:4.7:release:*:*:*:*:*:*
180,2.3,o,freebsd,freebsd,4.9,,,,,,,,cpe:2.3:o:freebsd:freebsd:4.9:*:*:*:*:*:*:*
181,2.3,o,freebsd,freebsd,4.9,-,,,,,,,cpe:2.3:o:freebsd:freebsd:4.9:-:*:*:*:*:*:*
182,2.3,o,freebsd,freebsd,4.9,p1,,,,,,,cpe:2.3:o:freebsd:freebsd:4.9:p1:*:*:*:*:*:*
183,2.3,o,freebsd,freebsd,4.9,p10,,,,,,,cpe:2.3:o:freebsd:freebsd:4.9:p10:*:*:*:*:*:*
184,2.3,o,freebsd,freebsd,4.9,p11,,,,,,,cpe:2.3:o:freebsd:freebsd:4.9:p11:*:*:*:*:*:*
185,2.3,o,freebsd,freebsd,4.9,p12,,,,,,,cpe:2.3:o:freebsd:freebsd:4.9:p12:*:*:*:*:*:*
186,2.3,o,freebsd,freebsd,4.9,p13,,,,,,,cpe:2.3:o:freebsd:freebsd:4.9:p13:*:*:*:*:*:*
187,2.3,o,freebsd,freebsd,4.9,p2,,,,,,,cpe:2.3:o:freebsd:freebsd:4.9:p2:*:*:*:*:*:*
188,2.3,o,freebsd,freebsd,4.9,p3,,,,,,,cpe:2.3:o:freebsd:freebsd:4.9:p3:*:*:*:*:*:*
189,2.3,o,freebsd,freebsd,4.9,p4,,,,,,,cpe:2.3:o:freebsd:freebsd:4.9:p4:*:*:*:*:*:*
190,2.3,o,freebsd,freebsd,4.9,p5,,,,,,,cpe:2.3:o:freebsd:freebsd:4.9:p5:*:*:*:*:*:*
191,2.3,o,freebsd,freebsd,4.9,p6,,,,,,,cpe:2.3:o:freebsd:freebsd:4.9:p6:*:*:*:*:*:*
192,2.3,o,freebsd,freebsd,4.9,p7,,,,,,,cpe:2.3:o:freebsd:freebsd:4.9:p7:*:*:*:*:*:*
193,2.3,o,freebsd,freebsd,4.9,p8,,,,,,,cpe:2.3:o:freebsd:freebsd:4.9:p8:*:*:*:*:*:*
194,2.3,o,freebsd,freebsd,4.9,p9,,,,,,,cpe:2.3:o:freebsd:freebsd:4.9:p9:*:*:*:*:*:*
195,2.3,o,freebsd,freebsd,4.9,rc,,,,,,,cpe:2.3:o:freebsd:freebsd:4.9:rc:*:*:*:*:*:*
196,2.3,o,freebsd,freebsd,4.6.2,,,,,,,,cpe:2.3:o:freebsd:freebsd:4.6.2:*:*:*:*:*:*:*
197,2.3,o,freebsd,freebsd,4.6.2,-,,,,,,,cpe:2.3:o:freebsd:freebsd:4.6.2:-:*:*:*:*:*:*
198,2.3,o,freebsd,freebsd,4.6.2,p2,,,,,,,cpe:2.3:o:freebsd:freebsd:4.6.2:p2:*:*:*:*:*:*
199,2.3,o,freebsd,freebsd,4.6.2,p22,,,,,,,cpe:2.3:o:freebsd:freebsd:4.6.2:p22:*:*:*:*:*:*
