cpe_id_pk,cpe_version,part,vendor,product,version,update,edition,sw_edition,target_sw,target_hw,language,other,initial_cpe
734,2.3,o,microsoft,windows_nt,4.0,sp2,embedded,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sp2:embedded:*:*:*:*:*
735,2.3,o,microsoft,windows_nt,4.0,sp2,enterprise,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sp2:enterprise:*:*:*:*:*
736,2.3,o,microsoft,windows_nt,4.0,sp2,server,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sp2:server:*:*:*:*:*
737,2.3,o,microsoft,windows_nt,4.0,sp2,terminal_server,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sp2:terminal_server:*:*:*:*:*
738,2.3,o,microsoft,windows_nt,4.0,sp2,workstation,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sp2:workstation:*:*:*:*:*
739,2.3,o,microsoft,windows_nt,4.0,sp3,,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sp3:*:*:*:*:*:*
740,2.3,o,microsoft,windows_nt,4.0,sp3,,,embedded,,x64,,cpe:2.3:o:microsoft:windows_nt:4.0:sp3:*:*:embedded:*:x64:*
741,2.3,o,microsoft,windows_nt,4.0,sp3,,,embedded,,x86,,cpe:2.3:o:microsoft:windows_nt:4.0:sp3:*:*:embedded:*:x86:*
742,2.3,o,microsoft,windows_nt,4.0,sp3,,,enterprise,,x64,,cpe:2.3:o:microsoft:windows_nt:4.0:sp3:*:*:enterprise:*:x64:*
743,2.3,o,microsoft,windows_nt,4.0,sp3,,,enterprise,,x86,,cpe:2.3:o:microsoft:windows_nt:4.0:sp3:*:*:enterprise:*:x86:*
744,2.3,o,microsoft,windows_nt,4.0,sp3,,,server,,x64,,cpe:2.3:o:microsoft:windows_nt:4.0:sp3:*:*:server:*:x64:*
745,2.3,o,microsoft,windows_nt,4.0,sp3,,,server,,x86,,cpe:2.3:o:microsoft:windows_nt:4.0:sp3:*:*:server:*:x86:*
746,2.3,o,microsoft,windows_nt,4.0,sp3,,,terminal_server,,x64,,cpe:2.3:o:microsoft:windows_nt:4.0:sp3:*:*:terminal_server:*:x64:*
747,2.3,o,microsoft,windows_nt,4.0,sp3,,,terminal_server,,x86,,cpe:2.3:o:microsoft:windows_nt:4.0:sp3:*:*:terminal_server:*:x86:*
748,2.3,o,microsoft,windows_nt,4.0,sp3,,,workstation,,x64,,cpe:2.3:o:microsoft:windows_nt:4.0:sp3:*:*:workstation:*:x64:*
749,2.3,o,microsoft,windows_nt,4.0,sp3,,,workstation,,x86,,cpe:2.3:o:microsoft:windows_nt:4.0:sp3:*:*:workstation:*:x86:*
750,2.3,o,microsoft,windows_nt,4.0,sp3,embedded,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sp3:embedded:*:*:*:*:*
751,2.3,o,microsoft,windows_nt,4.0,sp3,enterprise,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sp3:enterprise:*:*:*:*:*
752,2.3,o,microsoft,windows_nt,4.0,sp3,server,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sp3:server:*:*:*:*:*
753,2.3,o,microsoft,windows_nt,4.0,sp3,terminal_server,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sp3:terminal_server:*:*:*:*:*
754,2.3,o,microsoft,windows_nt,4.0,sp3,workstation,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sp3:workstation:*:*:*:*:*
755,2.3,o,microsoft,windows_nt,4.0,sp4,,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sp4:*:*:*:*:*:*
756,2.3,o,microsoft,windows_nt,4.0,sp4,,,embedded,,x64,,cpe:2.3:o:microsoft:windows_nt:4.0:sp4:*:*:embedded:*:x64:*
757,2.3,o,microsoft,windows_nt,4.0,sp4,,,embedded,,x86,,cpe:2.3:o:microsoft:windows_nt:4.0:sp4:*:*:embedded:*:x86:*
758,2.3,o,microsoft,windows_nt,4.0,sp4,,,enterprise,,x64,,cpe:2.3:o:microsoft:windows_nt:4.0:sp4:*:*:enterprise:*:x64:*
759,2.3,o,microsoft,windows_nt,4.0,sp4,,,enterprise,,x86,,cpe:2.3:o:microsoft:windows_nt:4.0:sp4:*:*:enterprise:*:x86:*
760,2.3,o,microsoft,windows_nt,4.0,sp4,,,server,,x64,,cpe:2.3:o:microsoft:windows_nt:4.0:sp4:*:*:server:*:x64:*
761,2.3,o,microsoft,windows_nt,4.0,sp4,,,server,,x86,,cpe:2.3:o:microsoft:windows_nt:4.0:sp4:*:*:server:*:x86:*
762,2.3,o,microsoft,windows_nt,4.0,sp4,,,terminal_server,,x64,,cpe:2.3:o:microsoft:windows_nt:4.0:sp4:*:*:terminal_server:*:x64:*
763,2.3,o,microsoft,windows_nt,4.0,sp4,,,terminal_server,,x86,,cpe:2.3:o:microsoft:windows_nt:4.0:sp4:*:*:terminal_server:*:x86:*
764,2.3,o,microsoft,windows_nt,4.0,sp4,,,workstation,,x64,,cpe:2.3:o:microsoft:windows_nt:4.0:sp4:*:*:workstation:*:x64:*
765,2.3,o,microsoft,windows_nt,4.0,sp4,,,workstation,,x86,,cpe:2.3:o:microsoft:windows_nt:4.0:sp4:*:*:workstation:*:x86:*
766,2.3,o,microsoft,windows_nt,4.0,sp4,embedded,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sp4:embedded:*:*:*:*:*
767,2.3,o,microsoft,windows_nt,4.0,sp4,enterprise,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sp4:enterprise:*:*:*:*:*
768,2.3,o,microsoft,windows_nt,4.0,sp4,server,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sp4:server:*:*:*:*:*
769,2.3,o,microsoft,windows_nt,4.0,sp4,terminal_server,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sp4:terminal_server:*:*:*:*:*
770,2.3,o,microsoft,windows_nt,4.0,sp4,workstation,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sp4:workstation:*:*:*:*:*
771,2.3,o,microsoft,windows_nt,4.0,sp5,,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sp5:*:*:*:*:*:*
772,2.3,o,microsoft,windows_nt,4.0,sp5,,,embedded,,x64,,cpe:2.3:o:microsoft:windows_nt:4.0:sp5:*:*:embedded:*:x64:*
773,2.3,o,microsoft,windows_nt,4.0,sp5,,,embedded,,x86,,cpe:2.3:o:microsoft:windows_nt:4.0:sp5:*:*:embedded:*:x86:*
774,2.3,o,microsoft,windows_nt,4.0,sp5,,,enterprise,,x64,,cpe:2.3:o:microsoft:windows_nt:4.0:sp5:*:*:enterprise:*:x64:*
775,2.3,o,microsoft,windows_nt,4.0,sp5,,,enterprise,,x86,,cpe:2.3:o:microsoft:windows_nt:4.0:sp5:*:*:enterprise:*:x86:*
776,2.3,o,microsoft,windows_nt,4.0,sp5,,,server,,x64,,cpe:2.3:o:microsoft:windows_nt:4.0:sp5:*:*:server:*:x64:*
777,2.3,o,microsoft,windows_nt,4.0,sp5,,,server,,x86,,cpe:2.3:o:microsoft:windows_nt:4.0:sp5:*:*:server:*:x86:*
778,2.3,o,microsoft,windows_nt,4.0,sp5,,,terminal_server,,x64,,cpe:2.3:o:microsoft:windows_nt:4.0:sp5:*:*:terminal_server:*:x64:*
779,2.3,o,microsoft,windows_nt,4.0,sp5,,,terminal_server,,x86,,cpe:2.3:o:microsoft:windows_nt:4.0:sp5:*:*:terminal_server:*:x86:*
780,2.3,o,microsoft,windows_nt,4.0,sp5,,,workstation,,x64,,cpe:2.3:o:microsoft:windows_nt:4.0:sp5:*:*:workstation:*:x64:*
781,2.3,o,microsoft,windows_nt,4.0,sp5,,,workstation,,x86,,cpe:2.3:o:microsoft:windows_nt:4.0:sp5:*:*:workstation:*:x86:*
782,2.3,o,microsoft,windows_nt,4.0,sp5,embedded,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sp5:embedded:*:*:*:*:*
783,2.3,o,microsoft,windows_nt,4.0,sp5,enterprise,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sp5:enterprise:*:*:*:*:*
784,2.3,o,microsoft,windows_nt,4.0,sp5,server,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sp5:server:*:*:*:*:*
785,2.3,o,microsoft,windows_nt,4.0,sp5,terminal_server,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sp5:terminal_server:*:*:*:*:*
786,2.3,o,microsoft,windows_nt,4.0,sp5,workstation,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sp5:workstation:*:*:*:*:*
787,2.3,o,microsoft,windows_nt,4.0,sp6,,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sp6:*:*:*:*:*:*
788,2.3,o,microsoft,windows_nt,4.0,sp6,,,embedded,,x64,,cpe:2.3:o:microsoft:windows_nt:4.0:sp6:*:*:embedded:*:x64:*
789,2.3,o,microsoft,windows_nt,4.0,sp6,,,embedded,,x86,,cpe:2.3:o:microsoft:windows_nt:4.0:sp6:*:*:embedded:*:x86:*
790,2.3,o,microsoft,windows_nt,4.0,sp6,,,enterprise,,x64,,cpe:2.3:o:microsoft:windows_nt:4.0:sp6:*:*:enterprise:*:x64:*
791,2.3,o,microsoft,windows_nt,4.0,sp6,,,enterprise,,x86,,cpe:2.3:o:microsoft:windows_nt:4.0:sp6:*:*:enterprise:*:x86:*
792,2.3,o,microsoft,windows_nt,4.0,sp6,,,server,,x64,,cpe:2.3:o:microsoft:windows_nt:4.0:sp6:*:*:server:*:x64:*
793,2.3,o,microsoft,windows_nt,4.0,sp6,,,server,,x86,,cpe:2.3:o:microsoft:windows_nt:4.0:sp6:*:*:server:*:x86:*
794,2.3,o,microsoft,windows_nt,4.0,sp6,,,terminal_server,,x64,,cpe:2.3:o:microsoft:windows_nt:4.0:sp6:*:*:terminal_server:*:x64:*
795,2.3,o,microsoft,windows_nt,4.0,sp6,,,terminal_server,,x86,,cpe:2.3:o:microsoft:windows_nt:4.0:sp6:*:*:terminal_server:*:x86:*
796,2.3,o,microsoft,windows_nt,4.0,sp6,,,workstation,,x64,,cpe:2.3:o:microsoft:windows_nt:4.0:sp6:*:*:workstation:*:x64:*
797,2.3,o,microsoft,windows_nt,4.0,sp6,,,workstation,,x86,,cpe:2.3:o:microsoft:windows_nt:4.0:sp6:*:*:workstation:*:x86:*
798,2.3,o,microsoft,windows_nt,4.0,sp6,embedded,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sp6:embedded:*:*:*:*:*
799,2.3,o,microsoft,windows_nt,4.0,sp6,enterprise,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sp6:enterprise:*:*:*:*:*
800,2.3,o,microsoft,windows_nt,4.0,sp6,server,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sp6:server:*:*:*:*:*
801,2.3,o,microsoft,windows_nt,4.0,sp6,terminal_server,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sp6:terminal_server:*:*:*:*:*
802,2.3,o,microsoft,windows_nt,4.0,sp6,workstation,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sp6:workstation:*:*:*:*:*
803,2.3,o,microsoft,windows_nt,4.0,sp6a,,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sp6a:*:*:*:*:*:*
804,2.3,o,microsoft,windows_nt,4.0,sp6a,,,embedded,,x64,,cpe:2.3:o:microsoft:windows_nt:4.0:sp6a:*:*:embedded:*:x64:*
805,2.3,o,microsoft,windows_nt,4.0,sp6a,,,embedded,,x86,,cpe:2.3:o:microsoft:windows_nt:4.0:sp6a:*:*:embedded:*:x86:*
806,2.3,o,microsoft,windows_nt,4.0,sp6a,,,enterprise,,x64,,cpe:2.3:o:microsoft:windows_nt:4.0:sp6a:*:*:enterprise:*:x64:*
807,2.3,o,microsoft,windows_nt,4.0,sp6a,,,enterprise,,x86,,cpe:2.3:o:microsoft:windows_nt:4.0:sp6a:*:*:enterprise:*:x86:*
808,2.3,o,microsoft,windows_nt,4.0,sp6a,,,server,,x64,,cpe:2.3:o:microsoft:windows_nt:4.0:sp6a:*:*:server:*:x64:*
809,2.3,o,microsoft,windows_nt,4.0,sp6a,,,server,,x86,,cpe:2.3:o:microsoft:windows_nt:4.0:sp6a:*:*:server:*:x86:*
810,2.3,o,microsoft,windows_nt,4.0,sp6a,,,terminal_server,,x64,,cpe:2.3:o:microsoft:windows_nt:4.0:sp6a:*:*:terminal_server:*:x64:*
811,2.3,o,microsoft,windows_nt,4.0,sp6a,,,terminal_server,,x86,,cpe:2.3:o:microsoft:windows_nt:4.0:sp6a:*:*:terminal_server:*:x86:*
812,2.3,o,microsoft,windows_nt,4.0,sp6a,,,workstation,,x64,,cpe:2.3:o:microsoft:windows_nt:4.0:sp6a:*:*:workstation:*:x64:*
813,2.3,o,microsoft,windows_nt,4.0,sp6a,,,workstation,,x86,,cpe:2.3:o:microsoft:windows_nt:4.0:sp6a:*:*:workstation:*:x86:*
814,2.3,o,microsoft,windows_nt,4.0,sp6a,embedded,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sp6a:embedded:*:*:*:*:*
815,2.3,o,microsoft,windows_nt,4.0,sp6a,enterprise,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sp6a:enterprise:*:*:*:*:*
816,2.3,o,microsoft,windows_nt,4.0,sp6a,server,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sp6a:server:*:*:*:*:*
817,2.3,o,microsoft,windows_nt,4.0,sp6a,terminal_server,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sp6a:terminal_server:*:*:*:*:*
818,2.3,o,microsoft,windows_nt,4.0,sp6a,workstation,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sp6a:workstation:*:*:*:*:*
819,2.3,o,microsoft,windows_nt,4.0,sru,,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sru:*:*:*:*:*:*
820,2.3,o,microsoft,windows_nt,4.0,sru,embedded,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sru:embedded:*:*:*:*:*
821,2.3,o,microsoft,windows_nt,4.0,sru,enterprise,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sru:enterprise:*:*:*:*:*
822,2.3,o,microsoft,windows_nt,4.0,sru,server,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sru:server:*:*:*:*:*
823,2.3,o,microsoft,windows_nt,4.0,sru,terminal_server,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sru:terminal_server:*:*:*:*:*
824,2.3,o,microsoft,windows_nt,4.0,sru,workstation,,,,,,cpe:2.3:o:microsoft:windows_nt:4.0:sru:workstation:*:*:*:*:*
825,2.3,o,microsoft,windows_xp,-,,,,,,,,cpe:2.3:o:microsoft:windows_xp:-:*:*:*:*:*:*:*
826,2.3,o,microsoft,windows_xp,-,,x64,,,,,,cpe:2.3:o:microsoft:windows_xp:-:*:x64:*:*:*:*:*
827,2.3,o,microsoft,windows_xp,-,,x86,,,,,,cpe:2.3:o:microsoft:windows_xp:-:*:x86:*:*:*:*:*
828,2.3,o,microsoft,windows_xp,-,-,,,embedded,,itanium,,cpe:2.3:o:microsoft:windows_xp:-:-:*:*:embedded:*:itanium:*
829,2.3,o,microsoft,windows_xp,-,-,,,embedded,,x64,,cpe:2.3:o:microsoft:windows_xp:-:-:*:*:embedded:*:x64:*
830,2.3,o,microsoft,windows_xp,-,-,,,embedded,,x86,,cpe:2.3:o:microsoft:windows_xp:-:-:*:*:embedded:*:x86:*
831,2.3,o,microsoft,windows_xp,-,-,,,home,,itanium,,cpe:2.3:o:microsoft:windows_xp:-:-:*:*:home:*:itanium:*
832,2.3,o,microsoft,windows_xp,-,-,,,home,,x64,,cpe:2.3:o:microsoft:windows_xp:-:-:*:*:home:*:x64:*
833,2.3,o,microsoft,windows_xp,-,-,,,home,,x86,,cpe:2.3:o:microsoft:windows_xp:-:-:*:*:home:*:x86:*
834,2.3,o,microsoft,windows_xp,-,-,,,media_center,,itanium,,cpe:2.3:o:microsoft:windows_xp:-:-:*:*:media_center:*:itanium:*
835,2.3,o,microsoft,windows_xp,-,-,,,media_center,,x64,,cpe:2.3:o:microsoft:windows_xp:-:-:*:*:media_center:*:x64:*
836,2.3,o,microsoft,windows_xp,-,-,,,media_center,,x86,,cpe:2.3:o:microsoft:windows_xp:-:-:*:*:media_center:*:x86:*
837,2.3,o,microsoft,windows_xp,-,-,,,professional,,itanium,,cpe:2.3:o:microsoft:windows_xp:-:-:*:*:professional:*:itanium:*
838,2.3,o,microsoft,windows_xp,-,-,,,professional,,x64,,cpe:2.3:o:microsoft:windows_xp:-:-:*:*:professional:*:x64:*
839,2.3,o,microsoft,windows_xp,-,-,,,professional,,x86,,cpe:2.3:o:microsoft:windows_xp:-:-:*:*:professional:*:x86:*
840,2.3,o,microsoft,windows_xp,-,-,,,starter,,itanium,,cpe:2.3:o:microsoft:windows_xp:-:-:*:*:starter:*:itanium:*
841,2.3,o,microsoft,windows_xp,-,-,,,starter,,x64,,cpe:2.3:o:microsoft:windows_xp:-:-:*:*:starter:*:x64:*
842,2.3,o,microsoft,windows_xp,-,-,,,starter,,x86,,cpe:2.3:o:microsoft:windows_xp:-:-:*:*:starter:*:x86:*
843,2.3,o,microsoft,windows_xp,-,-,,,tablet_pc,,itanium,,cpe:2.3:o:microsoft:windows_xp:-:-:*:*:tablet_pc:*:itanium:*
844,2.3,o,microsoft,windows_xp,-,-,,,tablet_pc,,x64,,cpe:2.3:o:microsoft:windows_xp:-:-:*:*:tablet_pc:*:x64:*
845,2.3,o,microsoft,windows_xp,-,-,,,tablet_pc,,x86,,cpe:2.3:o:microsoft:windows_xp:-:-:*:*:tablet_pc:*:x86:*
846,2.3,o,microsoft,windows_xp,-,sp1,,,,,,,cpe:2.3:o:microsoft:windows_xp:-:sp1:*:*:*:*:*:*
847,2.3,o,microsoft,windows_xp,-,sp1,,,,,x64,,cpe:2.3:o:microsoft:windows_xp:-:sp1:*:*:*:*:x64:*
848,2.3,o,microsoft,windows_xp,-,sp1,,,embedded,,itanium,,cpe:2.3:o:microsoft:windows_xp:-:sp1:*:*:embedded:*:itanium:*
849,2.3,o,microsoft,windows_xp,-,sp1,,,embedded,,x64,,cpe:2.3:o:microsoft:windows_xp:-:sp1:*:*:embedded:*:x64:*
850,2.3,o,microsoft,windows_xp,-,sp1,,,embedded,,x86,,cpe:2.3:o:microsoft:windows_xp:-:sp1:*:*:embedded:*:x86:*
851,2.3,o,microsoft,windows_xp,-,sp1,,,home,,,,cpe:2.3:o:microsoft:windows_xp:-:sp1:*:*:home:*:*:*
852,2.3,o,microsoft,windows_xp,-,sp1,,,home,,itanium,,cpe:2.3:o:microsoft:windows_xp:-:sp1:*:*:home:*:itanium:*
853,2.3,o,microsoft,windows_xp,-,sp1,,,home,,x64,,cpe:2.3:o:microsoft:windows_xp:-:sp1:*:*:home:*:x64:*
854,2.3,o,microsoft,windows_xp,-,sp1,,,home,,x86,,cpe:2.3:o:microsoft:windows_xp:-:sp1:*:*:home:*:x86:*
855,2.3,o,microsoft,windows_xp,-,sp1,,,media_center,,itanium,,cpe:2.3:o:microsoft:windows_xp:-:sp1:*:*:media_center:*:itanium:*
856,2.3,o,microsoft,windows_xp,-,sp1,,,media_center,,x64,,cpe:2.3:o:microsoft:windows_xp:-:sp1:*:*:media_center:*:x64:*
857,2.3,o,microsoft,windows_xp,-,sp1,,,media_center,,x86,,cpe:2.3:o:microsoft:windows_xp:-:sp1:*:*:media_center:*:x86:*
858,2.3,o,microsoft,windows_xp,-,sp1,,,professional,,itanium,,cpe:2.3:o:microsoft:windows_xp:-:sp1:*:*:professional:*:itanium:*
859,2.3,o,microsoft,windows_xp,-,sp1,,,professional,,x64,,cpe:2.3:o:microsoft:windows_xp:-:sp1:*:*:professional:*:x64:*
860,2.3,o,microsoft,windows_xp,-,sp1,,,professional,,x86,,cpe:2.3:o:microsoft:windows_xp:-:sp1:*:*:professional:*:x86:*
861,2.3,o,microsoft,windows_xp,-,sp1,,,starter,,itanium,,cpe:2.3:o:microsoft:windows_xp:-:sp1:*:*:starter:*:itanium:*
862,2.3,o,microsoft,windows_xp,-,sp1,,,starter,,x64,,cpe:2.3:o:microsoft:windows_xp:-:sp1:*:*:starter:*:x64:*
863,2.3,o,microsoft,windows_xp,-,sp1,,,starter,,x86,,cpe:2.3:o:microsoft:windows_xp:-:sp1:*:*:starter:*:x86:*
864,2.3,o,microsoft,windows_xp,-,sp1,,,tablet_pc,,itanium,,cpe:2.3:o:microsoft:windows_xp:-:sp1:*:*:tablet_pc:*:itanium:*
865,2.3,o,microsoft,windows_xp,-,sp1,,,tablet_pc,,x64,,cpe:2.3:o:microsoft:windows_xp:-:sp1:*:*:tablet_pc:*:x64:*
866,2.3,o,microsoft,windows_xp,-,sp1,,,tablet_pc,,x86,,cpe:2.3:o:microsoft:windows_xp:-:sp1:*:*:tablet_pc:*:x86:*
867,2.3,o,microsoft,windows_xp,-,sp1,embedded,,,,,,cpe:2.3:o:microsoft:windows_xp:-:sp1:embedded:*:*:*:*:*
868,2.3,o,microsoft,windows_xp,-,sp1,home,,,,,,cpe:2.3:o:microsoft:windows_xp:-:sp1:home:*:*:*:*:*
869,2.3,o,microsoft,windows_xp,-,sp1,media_center,,,,,,cpe:2.3:o:microsoft:windows_xp:-:sp1:media_center:*:*:*:*:*
870,2.3,o,microsoft,windows_xp,-,sp1,professional,,,,,,cpe:2.3:o:microsoft:windows_xp:-:sp1:professional:*:*:*:*:*
871,2.3,o,microsoft,windows_xp,-,sp1,tablet_pc,,,,,,cpe:2.3:o:microsoft:windows_xp:-:sp1:tablet_pc:*:*:*:*:*
872,2.3,o,microsoft,windows_xp,-,sp1,x64,,,,,,cpe:2.3:o:microsoft:windows_xp:-:sp1:x64:*:*:*:*:*
873,2.3,o,microsoft,windows_xp,-,sp2,,,,,,,cpe:2.3:o:microsoft:windows_xp:-:sp2:*:*:*:*:*:*
874,2.3,o,microsoft,windows_xp,-,sp2,,,embedded,,itanium,,cpe:2.3:o:microsoft:windows_xp:-:sp2:*:*:embedded:*:itanium:*
875,2.3,o,microsoft,windows_xp,-,sp2,,,embedded,,x64,,cpe:2.3:o:microsoft:windows_xp:-:sp2:*:*:embedded:*:x64:*
876,2.3,o,microsoft,windows_xp,-,sp2,,,embedded,,x86,,cpe:2.3:o:microsoft:windows_xp:-:sp2:*:*:embedded:*:x86:*
877,2.3,o,microsoft,windows_xp,-,sp2,,,home,,itanium,,cpe:2.3:o:microsoft:windows_xp:-:sp2:*:*:home:*:itanium:*
878,2.3,o,microsoft,windows_xp,-,sp2,,,home,,x64,,cpe:2.3:o:microsoft:windows_xp:-:sp2:*:*:home:*:x64:*
879,2.3,o,microsoft,windows_xp,-,sp2,,,home,,x86,,cpe:2.3:o:microsoft:windows_xp:-:sp2:*:*:home:*:x86:*
880,2.3,o,microsoft,windows_xp,-,sp2,,,media_center,,itanium,,cpe:2.3:o:microsoft:windows_xp:-:sp2:*:*:media_center:*:itanium:*
881,2.3,o,microsoft,windows_xp,-,sp2,,,media_center,,x64,,cpe:2.3:o:microsoft:windows_xp:-:sp2:*:*:media_center:*:x64:*
882,2.3,o,microsoft,windows_xp,-,sp2,,,media_center,,x86,,cpe:2.3:o:microsoft:windows_xp:-:sp2:*:*:media_center:*:x86:*
883,2.3,o,microsoft,windows_xp,-,sp2,,,professional,,-,,cpe:2.3:o:microsoft:windows_xp:-:sp2:*:*:professional:*:-:*
884,2.3,o,microsoft,windows_xp,-,sp2,,,professional,,itanium,,cpe:2.3:o:microsoft:windows_xp:-:sp2:*:*:professional:*:itanium:*
885,2.3,o,microsoft,windows_xp,-,sp2,,,professional,,x64,,cpe:2.3:o:microsoft:windows_xp:-:sp2:*:*:professional:*:x64:*
886,2.3,o,microsoft,windows_xp,-,sp2,,,professional,,x86,,cpe:2.3:o:microsoft:windows_xp:-:sp2:*:*:professional:*:x86:*
887,2.3,o,microsoft,windows_xp,-,sp2,,,starter,,itanium,,cpe:2.3:o:microsoft:windows_xp:-:sp2:*:*:starter:*:itanium:*
888,2.3,o,microsoft,windows_xp,-,sp2,,,starter,,x64,,cpe:2.3:o:microsoft:windows_xp:-:sp2:*:*:starter:*:x64:*
889,2.3,o,microsoft,windows_xp,-,sp2,,,starter,,x86,,cpe:2.3:o:microsoft:windows_xp:-:sp2:*:*:starter:*:x86:*
890,2.3,o,microsoft,windows_xp,-,sp2,,,tablet_pc,,itanium,,cpe:2.3:o:microsoft:windows_xp:-:sp2:*:*:tablet_pc:*:itanium:*
891,2.3,o,microsoft,windows_xp,-,sp2,,,tablet_pc,,x64,,cpe:2.3:o:microsoft:windows_xp:-:sp2:*:*:tablet_pc:*:x64:*
892,2.3,o,microsoft,windows_xp,-,sp2,,,tablet_pc,,x86,,cpe:2.3:o:microsoft:windows_xp:-:sp2:*:*:tablet_pc:*:x86:*
893,2.3,o,microsoft,windows_xp,-,sp2,embedded,,,,,,cpe:2.3:o:microsoft:windows_xp:-:sp2:embedded:*:*:*:*:*
894,2.3,o,microsoft,windows_xp,-,sp2,home,,,,,,cpe:2.3:o:microsoft:windows_xp:-:sp2:home:*:*:*:*:*
895,2.3,o,microsoft,windows_xp,-,sp2,media_center,,,,,,cpe:2.3:o:microsoft:windows_xp:-:sp2:media_center:*:*:*:*:*
896,2.3,o,microsoft,windows_xp,-,sp2,professional,,,,,,cpe:2.3:o:microsoft:windows_xp:-:sp2:professional:*:*:*:*:*
897,2.3,o,microsoft,windows_xp,-,sp2,tablet_pc,,,,,,cpe:2.3:o:microsoft:windows_xp:-:sp2:tablet_pc:*:*:*:*:*
898,2.3,o,microsoft,windows_xp,-,sp2,x64,,,,,,cpe:2.3:o:microsoft:windows_xp:-:sp2:x64:*:*:*:*:*
899,2.3,o,microsoft,windows_xp,-,sp2,x86,,,,,,cpe:2.3:o:microsoft:windows_xp:-:sp2:x86:*:*:*:*:*
900,2.3,o,microsoft,windows_xp,-,sp3,,,,,,,cpe:2.3:o:microsoft:windows_xp:-:sp3:*:*:*:*:*:*
901,2.3,o,microsoft,windows_xp,-,sp3,,,embedded,,x64,,cpe:2.3:o:microsoft:windows_xp:-:sp3:*:*:embedded:*:x64:*
902,2.3,o,microsoft,windows_xp,-,sp3,,,embedded,,x86,,cpe:2.3:o:microsoft:windows_xp:-:sp3:*:*:embedded:*:x86:*
903,2.3,o,microsoft,windows_xp,-,sp3,,,home,,x64,,cpe:2.3:o:microsoft:windows_xp:-:sp3:*:*:home:*:x64:*
904,2.3,o,microsoft,windows_xp,-,sp3,,,home,,x86,,cpe:2.3:o:microsoft:windows_xp:-:sp3:*:*:home:*:x86:*
905,2.3,o,microsoft,windows_xp,-,sp3,,,media_center,,x64,,cpe:2.3:o:microsoft:windows_xp:-:sp3:*:*:media_center:*:x64:*
906,2.3,o,microsoft,windows_xp,-,sp3,,,media_center,,x86,,cpe:2.3:o:microsoft:windows_xp:-:sp3:*:*:media_center:*:x86:*
907,2.3,o,microsoft,windows_xp,-,sp3,,,professional,,-,,cpe:2.3:o:microsoft:windows_xp:-:sp3:*:*:professional:*:-:*
908,2.3,o,microsoft,windows_xp,-,sp3,,,professional,,x64,,cpe:2.3:o:microsoft:windows_xp:-:sp3:*:*:professional:*:x64:*
909,2.3,o,microsoft,windows_xp,-,sp3,,,professional,,x86,,cpe:2.3:o:microsoft:windows_xp:-:sp3:*:*:professional:*:x86:*
910,2.3,o,microsoft,windows_xp,-,sp3,,,tablet_pc,,x64,,cpe:2.3:o:microsoft:windows_xp:-:sp3:*:*:tablet_pc:*:x64:*
